site	visit	urban	urban_ord	julian_day	day_square	family	genus	plant	insect	p_species	i_species
BERG	6	medium	b	173	29929	apidae	bombus	lot.c	b.pas	Lotus corniculatus	Bombus pascuorum
BERG	6	medium	b	173	29929	apidae	bombus	cli.v	b.pas	Clinopodium vulgare	Bombus pascuorum
BERG	6	medium	b	173	29929	apidae	bombus	cen.j	b.pas	Centaurea jacea	Bombus pascuorum
BERG	6	medium	b	173	29929	apidae	bombus	cen.j	b.pas	Centaurea jacea	Bombus pascuorum
BERG	6	medium	b	173	29929	apidae	bombus	cen.j	b.pas	Centaurea jacea	Bombus pascuorum
BERG	6	medium	b	173	29929	apidae	bombus	cen.j	b.ter	Centaurea jacea	Bombus terrestris
BERG	6	medium	b	173	29929	apidae	bombus	hyp.p	b.ter	Hypericum perforatum	Bombus terrestris
BERG	6	medium	b	173	29929	apidae	bombus	cen.j	b.ter	Centaurea jacea	Bombus terrestris
BLAN	1	medium	b	94	8836	apidae	bombus	tar.r	b.lap	Taraxacum sect. Ruderalia	Bombus lapidarius
BLAN	1	medium	b	94	8836	apidae	bombus	tar.r	b.pas	Taraxacum sect. Ruderalia	Bombus pascuorum
BLAN	2	medium	b	110	12100	apidae	bombus	ger.p	b.lap	Geranium pyrenaicum	Bombus lapidarius
BLAN	2	medium	b	110	12100	apidae	bombus	ger.p	b.pas	Geranium pyrenaicum	Bombus pascuorum
BLAN	2	medium	b	110	12100	apidae	bombus	tar.r	b.ter	Taraxacum sect. Ruderalia	Bombus terrestris
BLAN	3	medium	b	131	17161	apidae	bombus	ger.p	b.lap	Geranium pyrenaicum	Bombus lapidarius
BLAN	3	medium	b	131	17161	apidae	bombus	leu.v	b.lap	Leucanthemum vulgare	Bombus lapidarius
BLAN	3	medium	b	131	17161	apidae	bombus	ger.p	b.lap	Geranium pyrenaicum	Bombus lapidarius
BLAN	3	medium	b	131	17161	apidae	bombus	ger.p	b.pas	Geranium pyrenaicum	Bombus pascuorum
BLAN	3	medium	b	131	17161	apidae	bombus	ger.p	b.pas	Geranium pyrenaicum	Bombus pascuorum
BLAN	3	medium	b	131	17161	apidae	bombus	ger.p	b.pas	Geranium pyrenaicum	Bombus pascuorum
BLAN	3	medium	b	131	17161	apidae	bombus	ger.p	b.pas	Geranium pyrenaicum	Bombus pascuorum
BLAN	3	medium	b	131	17161	apidae	bombus	ger.p	b.pas	Geranium pyrenaicum	Bombus pascuorum
BLAN	3	medium	b	131	17161	apidae	bombus	ger.p	b.pas	Geranium pyrenaicum	Bombus pascuorum
BLAN	3	medium	b	131	17161	apidae	bombus	ger.p	b.pas	Geranium pyrenaicum	Bombus pascuorum
BLAN	3	medium	b	131	17161	apidae	bombus	ger.p	b.pas	Geranium pyrenaicum	Bombus pascuorum
BLAN	3	medium	b	131	17161	apidae	bombus	ger.p	b.pas	Geranium pyrenaicum	Bombus pascuorum
BLAN	3	medium	b	131	17161	apidae	bombus	ger.p	b.pas	Geranium pyrenaicum	Bombus pascuorum
BLAN	3	medium	b	131	17161	apidae	bombus	ger.p	b.pas	Geranium pyrenaicum	Bombus pascuorum
BLAN	3	medium	b	131	17161	apidae	bombus	ger.p	b.pra	Geranium pyrenaicum	Bombus pratorum
BLAN	3	medium	b	131	17161	apidae	bombus	ger.p	b.pra	Geranium pyrenaicum	Bombus pratorum
BLAN	3	medium	b	131	17161	apidae	bombus	ger.p	b.pra	Geranium pyrenaicum	Bombus pratorum
BLAN	3	medium	b	131	17161	apidae	bombus	ger.p	b.pra	Geranium pyrenaicum	Bombus pratorum
BLAN	3	medium	b	131	17161	apidae	bombus	ger.p	b.pra	Geranium pyrenaicum	Bombus pratorum
BLAN	3	medium	b	131	17161	apidae	bombus	ger.p	b.pra	Geranium pyrenaicum	Bombus pratorum
BLAN	3	medium	b	131	17161	apidae	bombus	ger.p	b.pra	Geranium pyrenaicum	Bombus pratorum
BLAN	3	medium	b	131	17161	apidae	bombus	ger.p	b.ter	Geranium pyrenaicum	Bombus terrestris
BLAN	4	medium	b	145	21025	apidae	bombus	ger.p	b.lap	Geranium pyrenaicum	Bombus lapidarius
BLAN	4	medium	b	145	21025	apidae	bombus	tri.p	b.pas	Trifolium pratense	Bombus pascuorum
BLAN	4	medium	b	145	21025	apidae	bombus	lot.c	b.pas	Lotus corniculatus	Bombus pascuorum
BLAN	4	medium	b	145	21025	apidae	bombus	tri.p	b.pas	Trifolium pratense	Bombus pascuorum
BLAN	4	medium	b	145	21025	apidae	bombus	lot.c	b.pas	Lotus corniculatus	Bombus pascuorum
BLAN	4	medium	b	145	21025	apidae	bombus	lot.c	b.pas	Lotus corniculatus	Bombus pascuorum
BLAN	4	medium	b	145	21025	apidae	bombus	ger.p	b.pas	Geranium pyrenaicum	Bombus pascuorum
BLAN	4	medium	b	145	21025	apidae	bombus	lot.c	b.pas	Lotus corniculatus	Bombus pascuorum
BLAN	4	medium	b	145	21025	apidae	bombus	ger.p	b.pas	Geranium pyrenaicum	Bombus pascuorum
BLAN	4	medium	b	145	21025	apidae	bombus	tri.p	b.pas	Trifolium pratense	Bombus pascuorum
BLAN	4	medium	b	145	21025	apidae	bombus	tri.p	b.pas	Trifolium pratense	Bombus pascuorum
BLAN	4	medium	b	145	21025	apidae	bombus	cen.j	b.pra	Centaurea jacea	Bombus pratorum
BLAN	4	medium	b	145	21025	apidae	bombus	ger.p	b.pra	Geranium pyrenaicum	Bombus pratorum
BLAN	4	medium	b	145	21025	apidae	bombus	ger.p	b.pra	Geranium pyrenaicum	Bombus pratorum
BLAN	4	medium	b	145	21025	apidae	bombus	ger.p	b.pra	Geranium pyrenaicum	Bombus pratorum
BLAN	4	medium	b	145	21025	apidae	bombus	ger.p	b.pra	Geranium pyrenaicum	Bombus pratorum
BLAN	4	medium	b	145	21025	apidae	bombus	ger.p	b.pra	Geranium pyrenaicum	Bombus pratorum
BLAN	4	medium	b	145	21025	apidae	bombus	ger.p	b.pra	Geranium pyrenaicum	Bombus pratorum
BLAN	4	medium	b	145	21025	apidae	bombus	med.l	b.ves	Medicago lupulina	Bombus vestalis
BLAN	5	medium	b	158	24964	apidae	bombus	cen.j	b.hor	Centaurea jacea	Bombus hortorum
BLAN	5	medium	b	158	24964	apidae	bombus	cen.j	b.lap	Centaurea jacea	Bombus lapidarius
BLAN	5	medium	b	158	24964	apidae	bombus	leu.v	b.lap	Leucanthemum vulgare	Bombus lapidarius
BLAN	5	medium	b	158	24964	apidae	bombus	tri.p	b.pas	Trifolium pratense	Bombus pascuorum
BLAN	5	medium	b	158	24964	apidae	bombus	tri.p	b.pas	Trifolium pratense	Bombus pascuorum
BLAN	5	medium	b	158	24964	apidae	bombus	cen.j	b.pas	Centaurea jacea	Bombus pascuorum
BLAN	5	medium	b	158	24964	apidae	bombus	cen.j	b.pas	Centaurea jacea	Bombus pascuorum
BLAN	5	medium	b	158	24964	apidae	bombus	cen.j	b.pas	Centaurea jacea	Bombus pascuorum
BLAN	5	medium	b	158	24964	apidae	bombus	tri.p	b.pas	Trifolium pratense	Bombus pascuorum
BLAN	5	medium	b	158	24964	apidae	bombus	cen.j	b.pas	Centaurea jacea	Bombus pascuorum
